mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8436467170715332,0.10825974089232288,0.13671751022338868,0.0066052436828613285,2,100,"{'clf__max_depth': 2, 'clf__n_estimators': 100}",0.7972027972027972,0.8181818181818182,0.7535211267605634,0.7746478873239436,0.823943661971831,0.7934994582881907,0.02647048116872413,28
1.1305390357971192,0.0522991937608654,0.11662359237670898,0.005060267388158727,2,200,"{'clf__max_depth': 2, 'clf__n_estimators': 200}",0.8251748251748252,0.8111888111888111,0.7535211267605634,0.7676056338028169,0.8309859154929577,0.7976952624839949,0.031312009904108706,26
1.497990894317627,0.04795860594131616,0.1366654396057129,0.005896930732413158,2,300,"{'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7972027972027972,0.8041958041958042,0.7535211267605634,0.7676056338028169,0.8309859154929577,0.7907022554909879,0.027433543079323233,29
1.9404160499572753,0.0471539393422575,0.14189491271972657,0.006563721886903955,2,400,"{'clf__max_depth': 2, 'clf__n_estimators': 400}",0.8181818181818182,0.8041958041958042,0.7535211267605634,0.7676056338028169,0.8309859154929577,0.7948980596867921,0.029623780610550304,27
2.2570595741271973,0.06847611486622153,0.1707468032836914,0.01394494303955789,2,500,"{'clf__max_depth': 2, 'clf__n_estimators': 500}",0.7972027972027972,0.8041958041958042,0.7535211267605634,0.7605633802816901,0.8309859154929577,0.7892938047867626,0.02873317117190299,30
0.5918874740600586,0.0428214399177012,0.10326237678527832,0.008597032889330334,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.8251748251748252,0.8321678321678322,0.8098591549295775,0.7887323943661971,0.8309859154929577,0.8173840244262779,0.01638174932218612,25
1.2295905590057372,0.11499756146039022,0.16093263626098633,0.0552071567594388,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.8321678321678322,0.8321678321678322,0.8028169014084507,0.7887323943661971,0.8380281690140845,0.8187826258248794,0.019424928299461647,21
1.9100348472595214,0.0720934835141242,0.21850643157958985,0.09863650195120029,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.8111888111888111,0.8321678321678322,0.8169014084507042,0.7887323943661971,0.8380281690140845,0.8174037230375258,0.017345138957427616,22
2.1902587890625,0.09745784567881975,0.17391815185546874,0.022760261764883792,3,400,"{'clf__max_depth': 3, 'clf__n_estimators': 400}",0.8251748251748252,0.8321678321678322,0.8028169014084507,0.7887323943661971,0.8380281690140845,0.8173840244262781,0.01864701172585733,23
2.9401848793029783,0.10566778170027538,0.2519495487213135,0.09487761799152887,3,500,"{'clf__max_depth': 3, 'clf__n_estimators': 500}",0.8251748251748252,0.8321678321678322,0.8028169014084507,0.7887323943661971,0.8380281690140845,0.8173840244262781,0.01864701172585733,23
0.715704870223999,0.06153168952829965,0.10412378311157226,0.01621292676081124,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.8321678321678322,0.8531468531468531,0.8169014084507042,0.795774647887324,0.852112676056338,0.8300206835418104,0.021782527117163632,13
1.187009334564209,0.10131636276321347,0.12620930671691893,0.008915838227481765,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.8251748251748252,0.8461538461538461,0.8169014084507042,0.7887323943661971,0.8450704225352113,0.8244065793361568,0.021116359983454788,17
1.513657569885254,0.027804239358525176,0.12710218429565429,0.007228692114644565,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.8251748251748252,0.8461538461538461,0.8169014084507042,0.7887323943661971,0.8380281690140845,0.8229981286319316,0.019890389224053947,20
2.209918737411499,0.16619749747551457,0.1837461471557617,0.023181879862402357,4,400,"{'clf__max_depth': 4, 'clf__n_estimators': 400}",0.8251748251748252,0.8461538461538461,0.8169014084507042,0.7887323943661971,0.8450704225352113,0.8244065793361568,0.021116359983454788,17
2.9511107921600344,0.11985329728366619,0.2048203468322754,0.028125127479258286,4,500,"{'clf__max_depth': 4, 'clf__n_estimators': 500}",0.8251748251748252,0.8461538461538461,0.8169014084507042,0.7887323943661971,0.8450704225352113,0.8244065793361568,0.021116359983454788,17
0.686116075515747,0.050742998422159756,0.09811639785766602,0.006033435687880753,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.8391608391608392,0.8531468531468531,0.823943661971831,0.8028169014084507,0.8169014084507042,0.8271939328277357,0.0174785634408613,16
1.0556814670562744,0.02250213278502335,0.11091794967651367,0.0026607259480826637,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.8391608391608392,0.8531468531468531,0.8169014084507042,0.8028169014084507,0.852112676056338,0.8328277356446371,0.019895636367498814,6
1.5536112785339355,0.04936080110313989,0.1352402687072754,0.007598954030935293,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.8321678321678322,0.8461538461538461,0.8169014084507042,0.8098591549295775,0.8380281690140845,0.8286220821432089,0.013400232775697967,15
1.9348453998565673,0.03430765789028683,0.14231767654418945,0.008929789062423726,5,400,"{'clf__max_depth': 5, 'clf__n_estimators': 400}",0.8461538461538461,0.8531468531468531,0.8169014084507042,0.8028169014084507,0.8380281690140845,0.8314094356347876,0.018770916117509782,11
2.3696195602416994,0.028434356144478732,0.17376308441162108,0.009214016326789703,5,500,"{'clf__max_depth': 5, 'clf__n_estimators': 500}",0.8531468531468531,0.8531468531468531,0.8169014084507042,0.8098591549295775,0.8450704225352113,0.8356249384418399,0.018534823090320438,4
