mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.394027868906657,0.1745114469896932,0.5440820058186849,0.2139796233136595,2,100,"{'clf__max_depth': 2, 'clf__n_estimators': 100}",0.7773109243697479,0.7848101265822784,0.8059071729957806,0.7893427413159357,0.012106329091658197,20
2.8553024927775064,0.3257928753484377,0.43300676345825195,0.15566762478748508,2,200,"{'clf__max_depth': 2, 'clf__n_estimators': 200}",0.7773109243697479,0.7890295358649789,0.8059071729957806,0.7907492110768358,0.011737527309053804,18
4.274585008621216,0.04023892674947211,0.6371289094289144,0.15403121521869198,2,300,"{'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7773109243697479,0.7890295358649789,0.810126582278481,0.792155680837736,0.013578081302569215,17
5.379658540089925,0.21941388203320233,0.8159607251485189,0.16247370341979955,2,400,"{'clf__max_depth': 2, 'clf__n_estimators': 400}",0.7773109243697479,0.7974683544303798,0.8059071729957806,0.7935621505986362,0.011996671209181771,16
6.202457745869954,0.6549529996358403,0.5393956502278646,0.11705457967880412,2,500,"{'clf__max_depth': 2, 'clf__n_estimators': 500}",0.7773109243697479,0.7848101265822784,0.810126582278481,0.7907492110768358,0.014039738707703161,18
1.4306529362996419,0.19299524567929693,0.3297420342763265,0.04951848196912782,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.8151260504201681,0.8185654008438819,0.8227848101265823,0.818825420463544,0.003132076809627087,11
1.9671706358591716,0.04099741923742147,0.3300996621449788,0.1541010561402466,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.8109243697478992,0.8185654008438819,0.8227848101265823,0.8174248602394544,0.004908709005216155,12
3.4135330518086753,0.3867328499547953,0.4408762454986572,0.24483045585810695,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.8109243697478992,0.8185654008438819,0.8227848101265823,0.8174248602394544,0.004908709005216155,12
4.740278482437134,0.35835593412038086,0.4356958071390788,0.07266188813351755,3,400,"{'clf__max_depth': 3, 'clf__n_estimators': 400}",0.8109243697478992,0.8185654008438819,0.8227848101265823,0.8174248602394544,0.004908709005216155,12
4.619541724522908,0.2789310178366245,0.4458032449086507,0.1287685541507345,3,500,"{'clf__max_depth': 3, 'clf__n_estimators': 500}",0.8151260504201681,0.8185654008438819,0.8143459915611815,0.8160124809417438,0.0018330617330794385,15
1.2555503050486247,0.09933997040783402,0.348736047744751,0.13206245759712762,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.819327731092437,0.8354430379746836,0.8227848101265823,0.8258518597312343,0.006927282965939481,6
2.116936445236206,0.14866953106975658,0.4211164315541585,0.16068447817067275,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.8235294117647058,0.8312236286919831,0.8185654008438819,0.8244394804335237,0.005207613132077823,9
2.893756151199341,0.15719696756567028,0.3636692365010579,0.13956534656836844,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.8235294117647058,0.8312236286919831,0.810126582278481,0.8216265409117233,0.008717301950936925,10
3.8821354707082114,0.10411214055495117,0.5493422349294027,0.059466314241323356,4,400,"{'clf__max_depth': 4, 'clf__n_estimators': 400}",0.819327731092437,0.8354430379746836,0.8354430379746836,0.8300712690139346,0.007596828518225876,1
5.044196526209514,0.4406489497945332,0.5613734722137451,0.021401584958636866,4,500,"{'clf__max_depth': 4, 'clf__n_estimators': 500}",0.819327731092437,0.8312236286919831,0.8312236286919831,0.8272583294921344,0.005607779907293225,2
1.462956428527832,0.0881908863421263,0.5596049626668295,0.08039604785922488,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.819327731092437,0.8354430379746836,0.8270042194092827,0.8272583294921344,0.0065814997241207054,2
2.169938882191976,0.007737736848960875,0.2923240661621094,0.03831151396379117,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.8319327731092437,0.8227848101265823,0.8270042194092827,0.8272406008817029,0.0037383787781526813,4
3.6842077573140464,0.08782653617127137,0.4187711874643962,0.11950170968895,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.8319327731092437,0.8227848101265823,0.8270042194092827,0.8272406008817029,0.0037383787781526813,4
4.259304602940877,0.39635416273646906,0.40278108914693195,0.14007740621614334,5,400,"{'clf__max_depth': 5, 'clf__n_estimators': 400}",0.819327731092437,0.8185654008438819,0.8354430379746836,0.8244453899703341,0.0077827365826613915,8
4.329513231913249,0.56395192978419,0.21707773208618164,0.01915768853603758,5,500,"{'clf__max_depth': 5, 'clf__n_estimators': 500}",0.8235294117647058,0.8312236286919831,0.8227848101265823,0.8258459501944238,0.003814723879671851,7
